Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Sri KVR Travels,A/C Seater / Sleeper (2+1),23:58,05:00,05h 02m,INR 450,31 Seats available,3.6,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:59,06:00,06h 01m,INR 480,14 Seats available,"4.7
16",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
BSR Tours And Travels,A/C Sleeper (2+1),23:59,06:00,06h 01m,680,12 Seats available,"4.6
10",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
SAIRAJ TRAVELS,A/C Sleeper (2+1),23:59,05:30,05h 31m,INR 600,10 Seats available,"5.0
6",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,INR 430,21 Seats available,"4.0
12",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Bharathi Tours & Travels,A/C Sleeper (2+1),23:59,05:00,05h 01m,585,16 Seats available,"4.5
4",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri Krishna Travels(VGN),Non A/C Seater / Sleeper (2+1),23:59,06:10,06h 11m,INR 550,7 Seats available,"3.1
7",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,INR 470,11 Seats available,4.0,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,441,24 Seats available,4.6,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),00:30,05:00,04h 30m,INR 400,16 Seats available,"3.4
15",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),00:30,05:30,05h 00m,INR 630,16 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Orange Tours And Travels,A/C Sleeper (2+1),17:30,21:50,04h 20m,INR 500,17 Seats available,"2.9
32",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),22:20,06:15,07h 55m,398,21 Seats available,"4.6
531",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
FRESHBUS,Electric A/C Seater (2+2),21:40,05:05,07h 25m,500,21 Seats available,"4.6
500",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
FRESHBUS,Electric A/C Seater (2+2),23:35,06:30,06h 55m,500,22 Seats available,"4.6
421",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
AdYolo Bus,A/C Seater / Sleeper (2+1),22:20,05:29,07h 09m,INR 539,28 Seats available,"4.5
30",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
FRESHBUS,Electric A/C Seater (2+2),22:55,05:55,07h 00m,450,28 Seats available,"4.6
419",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:55,06:15,08h 20m,INR 469,17 Seats available,"4.5
673",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
NueGo,Electric A/C Seater (2+2),22:20,05:25,07h 05m,408,24 Seats available,"4.4
876",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
AdSai RK Travels,Non A/C Seater / Sleeper (2+1),21:15,04:30,07h 15m,INR 449,14 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Zingbus Plus,A/C Seater / Sleeper (2+1),22:15,05:30,07h 15m,445,29 Seats available,"4.7
144",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Durga Malleswari Travels,A/C Seater / Sleeper (2+1),21:00,04:30,07h 30m,405,12 Seats available,"4.0
96",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Sai Balaji Travels,NON A/C Semi Sleeper / Sleeper (2+1),17:20,21:30,04h 10m,810,22 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:30,00:30,06h 00m,549,17 Seats available,"3.0
7",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Puri Jagannadh Tours And Travels,Non A/C Seater / Sleeper (2+1),19:05,02:30,07h 25m,INR 555,3 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
SBS Tours and Travels,Non A/C Seater / Sleeper (2+1),20:30,03:15,06h 45m,INR 400,22 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),21:00,03:15,06h 15m,INR 600,40 Seats available,"3.7
4",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Sri Rama Travels,A/C Seater / Sleeper (2+1),21:20,03:30,06h 10m,INR 500,23 Seats available,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),21:50,02:30,04h 40m,500,26 Seats available,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,03:10,05h 10m,INR 480,17 Seats available,"4.7
13",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,03:30,06h 10m,405,21 Seats available,"3.8
16",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,03:45,06h 25m,405,16 Seats available,"4.7
5",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Morning Star Travels,A/C Sleeper (2+1),18:00,21:55,03h 55m,INR 600,10 Seats available,2.7,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),18:15,21:40,03h 25m,INR 400,12 Seats available,"2.9
11",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
IRA Travels,A/C Sleeper (2+1),18:30,22:05,03h 35m,INR 800,10 Seats available,4.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
RAMK HOLIDAYS (GMRK TOURS AND TRAVELS),Volvo A/C Semi Sleeper (2+2),22:00,05:10,07h 10m,INR 449,25 Seats available,"4.4
408",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
NueGo,Electric A/C Seater (2+2),21:50,05:25,07h 35m,480,16 Seats available,"4.2
334",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:45,07h 00m,INR 529,10 Seats available,"4.6
437",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
Yolo Bus,A/C Seater / Sleeper (2+1),22:55,07:07,08h 12m,INR 450,22 Seats available,"4.4
68",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
NueGo,Electric A/C Seater (2+2),23:05,06:40,07h 35m,430,25 Seats available,"4.2
372",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
Svkdt travels,A/C Sleeper (2+1),22:20,05:35,07h 15m,INR 620,13 Seats available,"4.3
311",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
Zingbus Plus,A/C Seater / Sleeper (2+1),22:00,06:00,08h 00m,474,27 Seats available,"4.8
197",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
Zingbus Plus,A/C Seater / Sleeper (2+1),21:20,05:10,07h 50m,449,23 Seats available,"4.5
681",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
Yolo Bus,A/C Seater / Sleeper (2+1),22:15,06:07,07h 52m,INR 490,12 Seats available,"4.5
560",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:55,06:00,07h 05m,INR 500,16 Seats available,"4.1
130",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
DNR Express,AC Sleeper (2+1),21:30,02:00,04h 30m,799,18 Seats available,"3.2
16",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00,23:15,05h 15m,INR 450,30 Seats available,"3.9
302",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Sahara Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,23:15,05h 15m,INR 300,28 Seats available,"3.7
263",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Sahara Tours and Travels,Non AC Seater (2+2),22:00,04:30,06h 30m,INR 369,17 Seats available,"3.8
99",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Savera Tours and Travels,NON A/C Sleeper (2+1),22:15,05:30,07h 15m,450,15 Seats available,"3.7
123",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Muskan Travels,NON A/C Semi Sleeper (2+2),21:30,06:00,08h 30m,336,27 Seats available,"3.4
192",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
GDR Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,23:15,05h 15m,INR 300,23 Seats available,"3.2
314",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
MDK TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,377,12 Seats available,"3.5
323",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
DNR Express,AC Sleeper (2+1),22:40,04:25,05h 45m,499,29 Seats available,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Sahara Tours and Travels,A/C Sleeper (2+1),22:30,04:45,06h 15m,INR 600,7 Seats available,"3.9
182",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Diamond Travels,NON A/C Seater (2+1),22:30,05:00,06h 30m,INR 400,15 Seats available,"3.1
178",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Orange Tours And Travels,A/C Sleeper (2+1),22:00,03:45,05h 45m,INR 700,19 Seats available,"3.7
35",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Sitara Travels,NON A/C Airbus (2+2),22:15,05:15,07h 00m,INR 350,27 Seats available,"3.5
157",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Pooja Travels,A/C Sleeper (2+1),20:00,04:35,08h 35m,INR 714,12 Seats available,"3.2
18",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Lucky travels,NON A/C Sleeper (2+1),22:15,06:00,07h 45m,525,24 Seats available,"3.4
169",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),23:50,04:45,04h 55m,INR 700,24 Seats available,"2.6
50",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Jagan Travels,Non A/C Seater / Sleeper (2+1),19:15,04:30,09h 15m,INR 450,13 Seats available,"4.1
15",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Pspk Bus,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,INR 399,20 Seats available,"4.2
72",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),22:00,04:53,06h 53m,INR 610,22 Seats available,"4.7
38",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Padmavathi Travels,A/C Sleeper (2+1),22:15,04:05,05h 50m,665,25 Seats available,"4.5
13",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Vikram Travels,A/C Seater / Sleeper (2+1),21:00,05:30,08h 30m,INR 499,16 Seats available,"4.7
79",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
LUCKY TRAVELS,A/C Sleeper (2+1),22:30,06:05,07h 35m,INR 799,13 Seats available,"4.7
31",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:40,05:45,09h 05m,INR 749,10 Seats available,"4.1
188",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:45,06:15,08h 30m,INR 600,11 Seats available,"4.4
284",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Sri Lakshmi Narasimha Travels (SLNT),Non A/C Seater / Sleeper (2+1),20:15,04:30,08h 15m,INR 390,13 Seats available,"4.6
18",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Yolo Bus,Bharat Benz A/C Sleeper (2+1),22:20,05:13,06h 53m,INR 530,16 Seats available,"4.3
38",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:15,06:00,06h 45m,INR 480,13 Seats available,"4.8
106",https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
BSR Tours And Travels,A/C Sleeper (2+1),23:30,06:00,06h 30m,680,12 Seats available,"4.5
155",https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
SAIRAJ TRAVELS,A/C Sleeper (2+1),23:00,05:30,06h 30m,INR 600,10 Seats available,"4.7
59",https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:10,05:00,05h 50m,441,24 Seats available,"4.3
60",https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:05,05:00,05h 55m,INR 400,15 Seats available,"3.9
56",https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
VSR Tours and Travels,A/C Sleeper (2+1),23:30,06:00,06h 30m,549,24 Seats available,"4.4
28",https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:09,05:00,05h 51m,INR 430,21 Seats available,"3.6
55",https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
Bharathi Tours & Travels,A/C Sleeper (2+1),23:25,05:00,05h 35m,585,16 Seats available,"4.0
36",https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
Morning Star Travels,A/C Sleeper (2+1),23:30,04:35,05h 05m,INR 600,17 Seats available,"3.5
32",https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
Morning Star Travels,A/C Sleeper (2+1),23:05,04:45,05h 40m,INR 600,20 Seats available,"2.8
38",https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
RAMK HOLIDAYS (GMRK TOURS AND TRAVELS),Volvo A/C Semi Sleeper (2+2),22:30,06:10,07h 40m,INR 449,34 Seats available,"4.5
430",https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
NueGo,Electric A/C Seater (2+2),22:10,06:35,08h 25m,430,17 Seats available,"4.5
395",https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
Yolo Bus,A/C Seater / Sleeper (2+1),22:15,06:10,07h 55m,INR 450,22 Seats available,"4.4
406",https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:00,07:15,08h 15m,INR 579,15 Seats available,"4.4
388",https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
Zingbus Plus,A/C Seater / Sleeper (2+1),22:50,06:50,08h 00m,384,31 Seats available,"4.3
657",https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
IntrCity SmartBus,AC Sleeper (2+1),22:40,07:25,08h 45m,INR 579,11 Seats available,"4.5
141",https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
Zingbus Plus,A/C Seater / Sleeper (2+1),22:15,06:15,08h 00m,396,29 Seats available,"4.4
144",https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
Sri KVR Travels,A/C Sleeper (2+1),21:40,05:59,08h 19m,INR 499,12 Seats available,"4.4
182",https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
NueGo,Electric A/C Seater (2+2),23:25,07:50,08h 25m,430,28 Seats available,"4.2
290",https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
Svkdt travels,A/C Sleeper (2+1),22:20,06:30,08h 10m,INR 549,12 Seats available,"4.1
343",https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),19:00,23:15,04h 15m,INR 700,2 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
New Royal Travels (Raipur),A/C Sleeper (2+1),17:30,21:45,04h 15m,INR 834,4 Seats available,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Sahara Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,21:45,03h 45m,INR 300,26 Seats available,"3.6
45",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00,22:00,04h 00m,INR 400,31 Seats available,"3.0
60",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
GDR Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,22:00,04h 00m,INR 300,20 Seats available,"3.1
80",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Mastan Tours And Travels,NON A/C Sleeper (2+1),21:45,03:30,05h 45m,539,17 Seats available,New,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
New Royal Travels (Raipur),A/C Seater / Sleeper (2+1),18:45,20:10,01h 25m,INR 749,19 Seats available,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Muskan Travels,NON A/C Sleeper (2+1),21:45,03:30,05h 45m,511,16 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Savera Tours and Travels,NON A/C Sleeper (2+1),22:15,04:15,06h 00m,450,16 Seats available,"4.5
5",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Pooja Travels,A/C Sleeper (2+1),20:00,02:30,06h 30m,INR 714,15 Seats available,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Pooja Travels,A/C Sleeper (2+1),20:00,03:30,07h 30m,INR 762,8 Seats available,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
New Royal Travels (Raipur),A/C Sleeper (2+1),20:00,00:45,04h 45m,INR 949,25 Seats available,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Shree Devnarayan Travels,NON A/C Seater/ Sleeper (2+1),20:30,02:30,06h 00m,INR 1500,15 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Pooja Travels,NON A/C Seater (2+2),21:00,02:00,05h 00m,INR 450,18 Seats available,"3.0
7",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Lucky travels,NON A/C Sleeper (2+1),22:15,02:00,03h 45m,623,27 Seats available,"3.2
10",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
SLVR Travels,Non A/C Seater / Sleeper (2+1),17:30,23:35,06h 05m,405,11 Seats available,3.3,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
Harikrishna Travels,Non A/C Seater / Sleeper (2+1),17:25,23:00,05h 35m,INR 650,24 Seats available,2.8,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
Harikrishna Travels,Non A/C Seater / Sleeper (2+1),17:30,23:55,06h 25m,INR 650,31 Seats available,2.8,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
Anish Travels,NON A/C Sleeper (2+1),17:30,23:00,05h 30m,INR 3000,20 Seats available,3.0,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
Harikrishna Travels,Non A/C Seater / Sleeper (2+1),17:30,23:59,06h 29m,INR 3999,33 Seats available,2.8,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
Harikrishna Travels,Non A/C Seater / Sleeper (2+1),19:40,22:40,03h 00m,INR 999,33 Seats available,2.8,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
BSR Tours And Travels,A/C Sleeper (2+1),22:00,04:30,06h 30m,680,11 Seats available,"4.7
153",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,INR 480,19 Seats available,"4.6
90",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,05:30,08h 10m,405,11 Seats available,"4.5
69",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
SAIRAJ TRAVELS,A/C Sleeper (2+1),22:15,05:00,06h 45m,INR 600,13 Seats available,"4.6
60",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Bharathi Tours & Travels,A/C Sleeper (2+1),22:35,04:50,06h 15m,621,11 Seats available,"4.7
42",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,05:55,07h 20m,405,7 Seats available,"4.2
64",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
VSR Tours and Travels,A/C Sleeper (2+1),23:00,04:30,05h 30m,584,16 Seats available,"4.6
37",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Morning Star Travels,A/C Sleeper (2+1),22:50,04:30,05h 40m,INR 600,8 Seats available,"3.5
64",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:20,05:00,06h 40m,INR 450,23 Seats available,"3.5
36",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Morning Star Travels,A/C Sleeper (2+1),22:30,04:20,05h 50m,INR 600,12 Seats available,"3.1
39",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Al madeena Travels,Non A/C Seater / Sleeper (2+1),21:15,06:15,09h 00m,INR 549,17 Seats available,"4.2
332",https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
Al madeena Travels,Non A/C Seater / Sleeper (2+1),22:00,06:30,08h 30m,INR 549,21 Seats available,"4.3
188",https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
