Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Mozo travels,A/C Seater / Sleeper (2+1),20:10,03:55,07h 45m,INR 550,11 Seats available,"4.3
21",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30,05:45,08h 15m,INR 1100,6 Seats available,"4.3
244",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
LIMOLINER,A/C Sleeper (2+1),17:20,02:45,09h 25m,INR 749,2 Seats available,"4.3
13",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Mozo travels,A/C Sleeper (2+1),22:00,05:15,07h 15m,INR 800,6 Seats available,"4.0
28",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Vikram Travels,A/C Seater / Sleeper (2+1),23:15,05:50,06h 35m,INR 499,15 Seats available,"4.8
107",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Jagan Travels,Non A/C Seater / Sleeper (2+1),23:15,06:17,07h 02m,INR 453,19 Seats available,"4.3
75",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
VKV Travels,A/C Sleeper (2+1),23:20,06:00,06h 40m,751,22 Seats available,"4.8
12",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),23:20,05:30,06h 10m,INR 1000,11 Seats available,"4.3
185",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
V Kaveri Travels,NON A/C Sleeper (2+1),22:45,05:15,06h 30m,INR 700,15 Seats available,"4.3
117",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Kaveri Travels,A/C Sleeper (2+1),21:45,05:15,07h 30m,INR 750,12 Seats available,"4.1
281",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:30,06:00,06h 30m,INR 749,9 Seats available,"4.3
108",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Kaveri Travels,NON AC Seater / Sleeper 2+1,23:10,06:45,07h 35m,INR 450,23 Seats available,"4.1
83",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Chandu Travels,A/C Sleeper (2+1),23:35,05:45,06h 10m,637,18 Seats available,"4.1
195",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),23:00,06:35,07h 35m,INR 600,16 Seats available,"4.7
240",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:40,05:20,07h 40m,INR 450,14 Seats available,"3.7
316",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),22:30,05:10,06h 40m,INR 700,9 Seats available,"4.5
263",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,05:45,06h 45m,INR 500,22 Seats available,"4.1
92",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:00,05:15,07h 15m,INR 800,6 Seats available,"4.2
186",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Sri Lakshmi Narasimha Travels (SLNT),Non A/C Seater / Sleeper (2+1),21:55,06:10,08h 15m,INR 470,16 Seats available,"4.4
61",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
HYBUS,Bharat Benz A/C Sleeper (2+1),17:25,21:15,03h 50m,558,28 Seats available,"4.6
109",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Bharathi Travels,A/C Sleeper (2+1),17:30,22:45,05h 15m,INR 519,9 Seats available,"4.4
15",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
FRESHBUS,Electric A/C Seater (2+2),17:40,23:10,05h 30m,339,19 Seats available,"4.7
610",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
NueGo,Electric A/C Seater (2+2),18:00,23:45,29h 45m,332,22 Seats available,"3.7
303",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
NueGo,Electric A/C Seater (2+2),19:30,02:15,06h 45m,332,31 Seats available,"4.2
331",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
NueGo,Electric A/C Seater (2+2),22:00,04:45,06h 45m,332,22 Seats available,"4.2
429",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
BSRM Travels,Non A/C Seater / Sleeper (2+1),23:00,05:25,06h 25m,332,14 Seats available,"4.7
402",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
BSRM Travels,A/C Seater / Sleeper (2+1),23:25,05:40,06h 15m,404,16 Seats available,"4.9
112",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
FRESHBUS,Electric A/C Seater (2+2),22:00,03:40,05h 40m,450,32 Seats available,"4.7
453",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
HYBUS,Bharat Benz A/C Sleeper (2+1),22:45,04:20,05h 35m,603,23 Seats available,"4.5
17",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),22:00,03:58,05h 58m,INR 330,15 Seats available,"4.6
272",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
RK Travels,Non A/C Seater / Sleeper (2+1),22:50,06:00,07h 10m,INR 399,25 Seats available,"3.3
212",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
RK Travels,Non A/C Seater / Sleeper (2+1),23:00,05:15,06h 15m,INR 399,33 Seats available,"3.3
200",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
NueGo,Electric A/C Seater (2+2),23:00,05:45,06h 45m,332,15 Seats available,"4.1
416",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
GreenLine Travels And Holidays,NON A/C Sleeper (2+1),23:00,04:30,05h 30m,INR 660,25 Seats available,"3.3
186",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Sri Vinayaka Travels,A/C Sleeper (2+1),22:30,05:00,06h 30m,INR 699,23 Seats available,"3.5
14",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Sri Vinayaka Travels,NON A/C Sleeper (2+1),22:30,04:45,06h 15m,INR 599,13 Seats available,"4.0
121",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Maheswari Travels,Non A/C Seater / Sleeper (2+1),22:40,05:40,07h 00m,INR 399,20 Seats available,"4.0
159",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
AdAR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:45,06:00,07h 15m,INR 400,14 Seats available,"4.5
54",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
S R Travels,Non A/C Seater / Sleeper (2+1),22:40,05:00,06h 20m,INR 600,23 Seats available,"4.0
22",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
S R Travels,Non A/C Seater / Sleeper (2+1),22:40,05:15,06h 35m,INR 500,22 Seats available,"3.0
21",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
SUVARNAMUKHI TRAVELS,A/C Sleeper (2+1),22:45,04:35,05h 50m,INR 700,18 Seats available,"4.1
239",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
CGR Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:45,06:55,08h 10m,INR 350,3 Seats available,"3.9
408",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
PRL BUS,Non A/C Seater / Sleeper (2+1),22:45,05:00,06h 15m,INR 450,13 Seats available,"4.3
213",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
INDHU BUS,Non A/C Seater / Sleeper (2+1),22:55,04:40,05h 45m,INR 399,13 Seats available,"3.8
134",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:55,05:30,06h 35m,INR 450,13 Seats available,"4.1
90",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
VEERA & SRI KALESWARI TRAVELS,Non A/C Seater / Sleeper (2+1),23:00,06:20,07h 20m,474,27 Seats available,"4.5
18",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
HARITHA TRAVELS,A/C Seater / Sleeper (2+1),23:00,05:35,06h 35m,INR 448,21 Seats available,"4.0
26",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:00,05:50,06h 50m,INR 399,18 Seats available,"3.8
69",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Indu Travels,A/C Sleeper (2+1),23:00,05:00,06h 00m,617,20 Seats available,"3.5
68",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),16:55,21:15,04h 20m,604,4 Seats available,"4.3
24",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
Navayuga Travels,A/C Sleeper (2+1),16:55,21:15,04h 20m,INR 559,13 Seats available,"4.4
20",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:00,22:00,05h 00m,604,6 Seats available,"4.4
28",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
AdCCC Bus,A/C Sleeper (2+1),19:45,23:40,03h 55m,698,12 Seats available,"4.5
12",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
Jagan Travels,A/C Sleeper (2+1),17:00,21:30,04h 30m,INR 599,4 Seats available,"3.8
14",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:05,21:20,04h 15m,INR 699,18 Seats available,"3.5
44",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),17:09,21:39,04h 30m,INR 199,1 Seat available,"4.0
825",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
Kaveri Travels,A/C Seater / Sleeper (2+1),19:00,23:30,04h 30m,INR 559,12 Seats available,"3.2
5",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
FRESHBUS,Electric A/C Seater (2+2),19:20,01:00,05h 40m,349,21 Seats available,"4.6
491",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
Go Tour Travels and Holidays,A/C Sleeper (2+1),22:00,03:00,05h 00m,594,4 Seats available,"4.3
226",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
FRESHBUS,Electric A/C Seater (2+2),23:25,04:35,05h 10m,500,25 Seats available,"4.5
504",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
FRESHBUS,Electric A/C Seater (2+2),23:40,05:20,05h 40m,475,31 Seats available,"4.4
329",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
Rajesh Transports,A/C Seater / Sleeper (2+1),17:30,22:30,05h 00m,INR 700,9 Seats available,"4.1
47",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
Kaveri Travels,VE A/C Sleeper (2+1),21:30,02:00,04h 30m,INR 629,10 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
HYBUS,Bharat Benz A/C Sleeper (2+1),21:45,03:30,05h 45m,558,21 Seats available,"4.5
104",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
S R Travels,Non A/C Seater / Sleeper (2+1),19:15,03:15,08h 00m,INR 500,8 Seats available,"4.5
8",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,03:00,07h 45m,INR 399,20 Seats available,"3.5
34",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),19:20,03:25,08h 05m,INR 500,23 Seats available,"3.7
41",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
AdAR & BCVR Travels,A/C Sleeper (2+1),20:40,04:30,07h 50m,INR 900,16 Seats available,"4.2
51",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Giridhar Tours and Travels,A/C Seater/Sleeper (2+1),19:24,03:15,07h 51m,INR 630,24 Seats available,"3.7
5",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Giridhar Tours and Travels,Non A/C Seater / Sleeper (2+1),19:30,02:59,07h 29m,INR 600,11 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Royal Voyage Travels,Non A/C Seater / Sleeper (2+1),19:30,03:25,07h 55m,INR 600,13 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
AdAR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:00,04:00,07h 00m,INR 450,18 Seats available,"4.3
143",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Amara Tours And Travels,A/C Seater / Sleeper (2+1),19:30,03:00,07h 30m,499,24 Seats available,New,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
S R Travels,Non A/C Seater / Sleeper (2+1),19:30,03:30,08h 00m,INR 500,11 Seats available,"3.7
23",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Sri Vinayaka Travels,NON A/C Sleeper (2+1),19:45,04:45,09h 00m,INR 599,3 Seats available,"4.2
131",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
CGR Travels,Non A/C Seater / Sleeper (2+1),19:55,04:25,08h 30m,INR 500,7 Seats available,"4.3
150",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
VEERA & SRI KALESWARI TRAVELS,Non A/C Seater / Sleeper (2+1),20:00,04:10,08h 10m,474,19 Seats available,"3.1
10",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
SLNS Travels,A/C Sleeper (2+1),20:00,03:30,07h 30m,INR 800,20 Seats available,"4.9
6",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),20:00,02:10,06h 10m,INR 500,12 Seats available,"3.3
8",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
SIVA SAI BALAJI TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),22:30,04:30,06h 00m,INR 599,20 Seats available,"4.6
30",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
JSR Bus Tours & Travels,Non A/C Seater / Sleeper (2+1),22:40,04:15,05h 35m,INR 345,6 Seats available,"3.7
40",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
VSN Travels,A/C Sleeper (2+1),22:40,05:30,06h 50m,INR 600,5 Seats available,"4.0
177",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),22:45,06:00,07h 15m,INR 449,12 Seats available,"3.0
105",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
GOWTHAMI TOURS & TRAVELS,A/c sleeper (2+1),22:45,06:00,07h 15m,INR 549,12 Seats available,4.0,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
SBR Travels,NON A/C Sleeper (2+1),22:50,03:40,04h 50m,INR 599,6 Seats available,3.1,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:50,05:20,05h 30m,INR 450,14 Seats available,"4.4
6",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
SBR Travels,NON A/C Sleeper (2+1),22:50,03:40,04h 50m,INR 599,6 Seats available,"3.0
13",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
Morning Star Travels,A/C Sleeper (2+1),23:00,03:45,04h 45m,INR 600,1 Seat available,"3.5
90",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
Pragathi Travels,NON A/C Push Back (2+2),23:00,05:00,06h 00m,INR 449,9 Seats available,"3.8
61",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
SVR Bus,Non A/C Seater / Sleeper (2+1),23:05,04:45,05h 40m,INR 499,12 Seats available,"4.0
72",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
Kaveri Travels,A/C Sleeper (2+1),23:35,05:15,05h 40m,INR 650,12 Seats available,"3.5
56",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
Sai Balaji Travels,A/C Sleeper (2+1),23:10,04:50,05h 40m,INR 499,11 Seats available,"4.3
18",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:20,07:35,08h 15m,INR 500,15 Seats available,"3.7
55",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
